season,teamId,teamName,playerName,birthDate,playerAge,nationality,height(cm),weight(kg),injured,game_appear,game_lineups,game_minutes,number,position,rating,captain,sub_in,sub_out,sub_bench,shots_total,shots_on,goals_total,goal_conceded,goal_assists,goal_saved,pass_total,key_pass,pass_accura,tackle_total,tackle_blocks,tackle_intercep,duel_total,duel_won,dribble_attemp,dribble_success,dribble_past,fouls_drawn,fouls_committed,yellow_card,yollowed_card,red_card,penalty_won,penalty_scored,penalty_missed,penalty_saved
2020,545,Eibar,Recio,1991-01-11,33,Spain,183 cm,74 kg,False,17.0,8.0,,,Midfielder,6.750000,False,9.0,5.0,22.0,7.0,3.0,1.0,0.0,,,386.0,14.0,19.0,17.0,,4.0,105.0,54.0,13.0,9.0,,19.0,18.0,5.0,0.0,0.0,,1.0,0.0,
2020,545,Eibar,Roberto Olabe,1996-05-05,28,Spain,178 cm,74 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,13.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,545,Eibar,Bryan Gil,2001-02-11,23,Spain,175 cm,60 kg,False,28.0,26.0,,,Attacker,7.053571,False,2.0,10.0,3.0,30.0,16.0,4.0,0.0,3.0,,790.0,52.0,22.0,28.0,,17.0,318.0,154.0,121.0,67.0,,47.0,24.0,6.0,0.0,0.0,,0.0,0.0,
2020,545,Eibar,Álex Pozo,1999-02-22,25,Spain,174 cm,70 kg,False,30.0,24.0,,,Defender,6.576666,False,6.0,3.0,6.0,9.0,1.0,0.0,0.0,,,884.0,12.0,21.0,38.0,2.0,27.0,169.0,78.0,27.0,14.0,,18.0,20.0,4.0,0.0,0.0,,0.0,0.0,
2020,545,Eibar,M. Dmitrović,1992-01-24,32,Serbia,194 cm,91 kg,False,35.0,35.0,,,Goalkeeper,6.728571,False,0.0,1.0,1.0,3.0,2.0,1.0,49.0,,81.0,971.0,4.0,13.0,4.0,,,20.0,18.0,1.0,1.0,,4.0,,0.0,0.0,0.0,,1.0,1.0,2.0
2020,545,Eibar,Kike García,1989-11-25,35,Spain,186 cm,79 kg,False,37.0,36.0,,,Attacker,7.159459,False,1.0,18.0,1.0,75.0,34.0,12.0,0.0,2.0,,831.0,26.0,15.0,24.0,1.0,7.0,692.0,337.0,54.0,36.0,,92.0,68.0,3.0,1.0,0.0,,0.0,0.0,
2020,545,Eibar,Aleix García,1997-06-28,27,Spain,173 cm,68 kg,False,11.0,5.0,,,Midfielder,6.754545,False,6.0,5.0,15.0,2.0,1.0,0.0,0.0,1.0,,250.0,12.0,19.0,5.0,,8.0,29.0,13.0,2.0,1.0,,1.0,4.0,1.0,0.0,0.0,,0.0,0.0,
2020,545,Eibar,Rafa Soares,1995-05-09,29,Portugal,177 cm,70 kg,False,19.0,12.0,,,Defender,6.805263,False,7.0,5.0,26.0,1.0,,0.0,0.0,1.0,,473.0,15.0,18.0,28.0,4.0,20.0,92.0,51.0,8.0,4.0,,2.0,8.0,2.0,0.0,0.0,,0.0,0.0,
2020,545,Eibar,Sergi Enrich,1990-02-26,34,Spain,181 cm,77 kg,False,27.0,13.0,,,Attacker,6.711111,False,14.0,9.0,19.0,34.0,15.0,3.0,0.0,,,437.0,16.0,12.0,21.0,,6.0,293.0,134.0,15.0,7.0,,19.0,31.0,1.0,0.0,0.0,,0.0,1.0,
2020,545,Eibar,Miguel Atienza,1999-05-27,25,Spain,186 cm,,False,12.0,9.0,,,Midfielder,6.625000,False,3.0,2.0,8.0,3.0,,0.0,0.0,,,337.0,4.0,22.0,20.0,1.0,9.0,95.0,48.0,3.0,1.0,,2.0,10.0,1.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,Sergio Mora,1979-08-30,42,Spain,182 cm,73 kg,False,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,546,Getafe,Chinchu,2002-03-05,22,Spain,,,False,0.0,0.0,,,Defender,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,David Alba,1999-05-05,25,Spain,186 cm,81 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,S. Abdulai,1999-05-11,25,Ghana,187 cm,77 kg,False,3.0,0.0,,,Midfielder,6.233333,False,3.0,0.0,19.0,,,0.0,0.0,,,13.0,,7.0,2.0,,,13.0,5.0,2.0,1.0,,1.0,2.0,1.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,Mamor Niang,2002-02-04,22,Spain,190 cm,85 kg,False,1.0,0.0,,,Attacker,6.700000,False,1.0,0.0,11.0,1.0,,0.0,0.0,,,4.0,,4.0,1.0,,,9.0,4.0,1.0,1.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,Koffi,2001-11-20,23,Ghana,174 cm,,False,1.0,0.0,,,Defender,6.200000,False,1.0,0.0,10.0,,,0.0,0.0,,,10.0,,7.0,,,2.0,1.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,R. Nolan,1999-02-17,25,Republic of Ireland,,,False,0.0,0.0,,,Defender,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,S. Chakla,1993-09-02,31,Morocco,188 cm,73 kg,False,11.0,9.0,,,Defender,6.536363,False,2.0,1.0,9.0,3.0,1.0,0.0,0.0,,,244.0,1.0,13.0,12.0,2.0,14.0,88.0,58.0,,,,15.0,13.0,5.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,Josete Miranda,1998-07-22,26,Equatorial Guinea,170 cm,64 kg,False,4.0,0.0,,,Attacker,6.500000,False,4.0,0.0,8.0,1.0,,0.0,0.0,,,14.0,,2.0,,,,9.0,4.0,,,,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,Marc Cucurella,1998-07-22,26,Spain,172 cm,66 kg,False,37.0,37.0,,,Defender,6.735135,False,0.0,6.0,0.0,18.0,8.0,3.0,0.0,2.0,,1100.0,39.0,21.0,64.0,4.0,40.0,492.0,217.0,59.0,24.0,,60.0,69.0,8.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,E. Ünal,1997-05-10,27,Türkiye,187 cm,78 kg,False,28.0,15.0,,,Attacker,6.803703,False,13.0,15.0,15.0,33.0,9.0,4.0,0.0,2.0,,339.0,14.0,7.0,11.0,,2.0,365.0,165.0,36.0,17.0,,35.0,39.0,4.0,0.0,0.0,,1.0,0.0,
2020,546,Getafe,Jaime Mata,1988-10-24,36,Spain,185 cm,79 kg,False,33.0,23.0,,,Attacker,6.578125,False,10.0,14.0,12.0,33.0,19.0,5.0,0.0,,,552.0,15.0,12.0,12.0,2.0,6.0,378.0,130.0,18.0,4.0,,36.0,70.0,10.0,0.0,1.0,,1.0,1.0,
2020,546,Getafe,J. Patrick,2003-09-24,21,Republic of Ireland,192 cm,,False,6.0,0.0,,,Midfielder,6.240000,False,6.0,0.0,14.0,,,0.0,0.0,,,15.0,,2.0,2.0,,,13.0,3.0,,,,,2.0,0.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,N. Maksimović,1995-01-26,29,Serbia,189 cm,69 kg,False,35.0,34.0,,,Midfielder,6.757142,False,1.0,19.0,1.0,12.0,5.0,1.0,0.0,,,761.0,19.0,16.0,50.0,9.0,56.0,265.0,122.0,19.0,13.0,,9.0,27.0,5.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,M. Arambarri,1995-09-30,29,Uruguay,175 cm,74 kg,False,34.0,33.0,,,Midfielder,6.891176,False,1.0,6.0,3.0,35.0,9.0,3.0,0.0,,,962.0,21.0,20.0,64.0,5.0,42.0,442.0,227.0,56.0,36.0,,73.0,58.0,11.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,Carles Aleñá,1998-01-05,26,Spain,180 cm,73 kg,False,22.0,15.0,,,Midfielder,6.500000,False,7.0,9.0,7.0,1.0,,2.0,0.0,,,38.0,,18.0,1.0,,,8.0,1.0,,,,,4.0,1.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,D. Suárez,1988-04-27,36,Uruguay,172 cm,61 kg,False,31.0,28.0,,,Defender,6.577419,False,3.0,8.0,6.0,7.0,2.0,1.0,0.0,,,933.0,19.0,19.0,59.0,2.0,31.0,316.0,154.0,39.0,22.0,,38.0,53.0,13.0,1.0,0.0,,0.0,0.0,
2020,546,Getafe,Juan Iglesias,1998-07-03,26,Spain,185 cm,79 kg,False,10.0,7.0,,,Defender,6.910000,False,3.0,2.0,10.0,4.0,1.0,0.0,0.0,,,152.0,4.0,9.0,27.0,1.0,17.0,101.0,58.0,10.0,5.0,,16.0,15.0,2.0,0.0,0.0,,0.0,0.0,
2020,546,Getafe,D. Dakonam,1991-12-31,33,Togo,187 cm,72 kg,False,34.0,34.0,,,Defender,6.832352,False,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,,1006.0,6.0,21.0,61.0,11.0,42.0,271.0,177.0,15.0,13.0,,36.0,35.0,7.0,1.0,1.0,,0.0,0.0,
2020,546,Getafe,David Soria,1993-04-04,31,Spain,192 cm,85 kg,False,28.0,28.0,,,Goalkeeper,6.764285,False,0.0,0.0,10.0,,,0.0,31.0,,54.0,840.0,,13.0,2.0,,1.0,18.0,13.0,,,,3.0,,2.0,0.0,0.0,,0.0,0.0,1.0
2020,548,Real Sociedad,Moyà,1984-04-02,37,Spain,188 cm,83 kg,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,17.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0
2020,548,Real Sociedad,David Silva,1986-01-08,37,Spain,170 cm,67 kg,False,21.0,17.0,,,Midfielder,7.142857,False,4.0,14.0,5.0,15.0,3.0,2.0,0.0,5.0,,835.0,28.0,33.0,19.0,1.0,13.0,177.0,83.0,48.0,32.0,,21.0,24.0,4.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Nacho Monreal,1986-02-26,36,Spain,179 cm,72 kg,False,26.0,23.0,,,Defender,6.819230,False,3.0,3.0,9.0,9.0,1.0,1.0,0.0,1.0,,974.0,11.0,30.0,32.0,3.0,32.0,174.0,88.0,11.0,8.0,,16.0,25.0,1.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Sangalli,1995-02-10,29,Spain,167 cm,74 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2020,548,Real Sociedad,Robin Le Normand,1996-11-11,28,Spain,187 cm,80 kg,False,33.0,30.0,,,Defender,6.836363,False,3.0,3.0,6.0,16.0,1.0,0.0,0.0,1.0,,1702.0,5.0,43.0,33.0,24.0,36.0,312.0,175.0,4.0,4.0,,18.0,41.0,5.0,0.0,1.0,,0.0,0.0,
2020,548,Real Sociedad,A. Isak,1999-09-21,25,Sweden,192 cm,77 kg,False,34.0,30.0,,,Attacker,6.988235,False,4.0,25.0,8.0,63.0,42.0,17.0,0.0,2.0,,428.0,10.0,9.0,9.0,1.0,3.0,273.0,118.0,67.0,38.0,,33.0,26.0,4.0,0.0,0.0,,0.0,1.0,
2020,548,Real Sociedad,Robert Navarro,2002-04-12,22,Spain,178 cm,69 kg,False,1.0,0.0,,,Midfielder,6.300000,False,1.0,0.0,6.0,,,0.0,0.0,,,20.0,1.0,17.0,1.0,,1.0,9.0,3.0,1.0,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Joseba Zaldúa,1992-06-24,32,Spain,176 cm,70 kg,False,12.0,6.0,,,Defender,6.608333,False,6.0,2.0,13.0,2.0,1.0,0.0,0.0,,,282.0,7.0,18.0,15.0,2.0,6.0,72.0,34.0,8.0,1.0,,9.0,14.0,3.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,A. Januzaj,1995-02-05,29,Belgium,186 cm,76 kg,False,27.0,12.0,,,Midfielder,7.022222,False,15.0,12.0,20.0,22.0,13.0,4.0,0.0,5.0,,476.0,23.0,13.0,9.0,2.0,3.0,166.0,98.0,67.0,45.0,,36.0,8.0,2.0,0.0,0.0,,3.0,0.0,
2020,548,Real Sociedad,Jon Guridi,1995-02-28,29,Spain,179 cm,64 kg,False,17.0,8.0,,,Midfielder,6.694117,False,9.0,4.0,18.0,5.0,2.0,0.0,0.0,1.0,,357.0,4.0,18.0,19.0,1.0,10.0,118.0,58.0,20.0,12.0,,14.0,11.0,2.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Guevara,1997-07-07,27,Spain,180 cm,73 kg,False,31.0,25.0,,,Midfielder,6.800000,False,6.0,12.0,13.0,8.0,2.0,1.0,0.0,1.0,,1412.0,15.0,39.0,35.0,5.0,26.0,179.0,89.0,17.0,14.0,,14.0,29.0,5.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Andoni Gorosabel,1996-08-04,28,Spain,174 cm,70 kg,False,32.0,28.0,,,Defender,6.809375,False,4.0,12.0,8.0,7.0,2.0,0.0,0.0,1.0,,1101.0,23.0,27.0,76.0,4.0,25.0,253.0,135.0,22.0,9.0,,29.0,36.0,3.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Willian José,1991-11-23,33,Brazil,189 cm,93 kg,False,13.0,8.0,,,Attacker,6.969230,False,5.0,4.0,9.0,13.0,9.0,3.0,0.0,1.0,,230.0,8.0,13.0,3.0,1.0,,63.0,29.0,5.0,2.0,,10.0,3.0,0.0,0.0,0.0,,0.0,1.0,
2020,548,Real Sociedad,Martín Merquelanz,1995-06-12,29,Spain,176 cm,72 kg,False,13.0,4.0,,,Attacker,6.753846,False,9.0,0.0,25.0,9.0,4.0,0.0,0.0,1.0,,203.0,9.0,13.0,9.0,1.0,3.0,59.0,32.0,10.0,6.0,,13.0,4.0,0.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Mikel Oyarzabal,1997-04-21,27,Spain,181 cm,78 kg,False,33.0,30.0,,,Attacker,7.181818,False,3.0,24.0,3.0,46.0,27.0,11.0,0.0,8.0,,816.0,52.0,19.0,30.0,5.0,15.0,267.0,111.0,50.0,23.0,,40.0,24.0,1.0,0.0,0.0,,6.0,1.0,
2020,548,Real Sociedad,Carlos Fernández,1996-05-22,28,Spain,185 cm,72 kg,False,11.0,4.0,,,Attacker,6.518181,False,7.0,4.0,8.0,6.0,4.0,1.0,0.0,2.0,,111.0,6.0,6.0,3.0,1.0,,87.0,29.0,10.0,4.0,,9.0,18.0,5.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Barrenetxea,2001-12-27,23,Spain,178 cm,75 kg,False,31.0,13.0,,,Attacker,6.590322,False,18.0,11.0,23.0,17.0,7.0,3.0,0.0,,,369.0,15.0,9.0,30.0,,7.0,230.0,92.0,67.0,39.0,,20.0,40.0,7.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Beñat Turrientes,2002-01-31,22,Spain,181 cm,70 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Jon Ander Olasagasti,2000-08-16,24,Spain,176 cm,74 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,548,Real Sociedad,Mikel Merino,1996-06-22,28,Spain,188 cm,83 kg,False,26.0,25.0,,,Midfielder,7.115384,False,1.0,5.0,2.0,23.0,10.0,2.0,0.0,4.0,,1178.0,30.0,34.0,61.0,8.0,32.0,437.0,226.0,46.0,31.0,,54.0,79.0,5.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Jorge Molina,1982-04-22,41,Spain,188 cm,72 kg,False,33.0,17.0,,,Attacker,6.800000,False,16.0,11.0,21.0,19.0,12.0,8.0,0.0,2.0,,464.0,21.0,8.0,11.0,1.0,3.0,279.0,126.0,11.0,5.0,,27.0,28.0,3.0,0.0,0.0,,0.0,1.0,
2020,715,Granada CF,J. Brunet,1998-01-24,25,Argentina,190 cm,78 kg,False,2.0,0.0,,,Midfielder,6.700000,False,2.0,0.0,2.0,,,0.0,0.0,,,8.0,,3.0,,,,4.0,2.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,R. Azeez,1992-12-12,29,Nigeria,169 cm,67 kg,False,2.0,1.0,,,Midfielder,6.250000,False,1.0,0.0,10.0,1.0,,0.0,0.0,,,35.0,,14.0,1.0,,1.0,8.0,6.0,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Soldado,1985-05-27,38,Spain,180 cm,74 kg,False,29.0,16.0,,,Attacker,6.717241,False,13.0,15.0,14.0,22.0,12.0,9.0,0.0,,,329.0,9.0,7.0,7.0,,4.0,157.0,46.0,8.0,4.0,,13.0,24.0,7.0,1.0,0.0,,2.0,0.0,
2020,715,Granada CF,Carlos León,2002-12-05,22,Spain,185 cm,,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Echu,1998-02-11,26,Spain,173 cm,65 kg,False,0.0,0.0,,,Attacker,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Álvaro Bravo,1998-02-04,26,Spain,184 cm,70 kg,False,1.0,0.0,,,Midfielder,6.200000,False,1.0,0.0,1.0,,,0.0,0.0,,,9.0,,8.0,1.0,,1.0,4.0,2.0,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Antoñín Cortés,2000-04-16,24,Spain,182 cm,71 kg,False,0.0,0.0,,,Attacker,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Antonio Aranda,2000-10-07,24,Spain,175 cm,62 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Ángel Jiménez,2002-06-22,22,Spain,193 cm,78 kg,False,1.0,1.0,,,Goalkeeper,8.000000,False,0.0,0.0,0.0,,,0.0,2.0,,7.0,31.0,,14.0,,,,1.0,1.0,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0
2020,715,Granada CF,Ángel Montoro,1988-06-25,36,Spain,181 cm,72 kg,False,22.0,17.0,,,Midfielder,6.927272,False,5.0,13.0,8.0,11.0,2.0,1.0,0.0,1.0,,641.0,22.0,22.0,15.0,3.0,22.0,106.0,47.0,6.0,4.0,,20.0,23.0,7.0,0.0,0.0,,1.0,0.0,
2020,715,Granada CF,Isma Ruiz,2001-02-14,23,Spain,180 cm,67 kg,False,1.0,1.0,,,Midfielder,6.300000,False,0.0,1.0,2.0,,,0.0,0.0,,,20.0,,14.0,1.0,,,9.0,3.0,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Pepe Sánchez,2000-03-02,24,Spain,185 cm,63 kg,False,3.0,3.0,,,Defender,6.466666,False,0.0,1.0,18.0,,,0.0,0.0,,,66.0,2.0,11.0,4.0,2.0,4.0,23.0,9.0,,,,1.0,7.0,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,E. Abedini,1998-08-29,26,Kosovo,190 cm,75 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Arnau Fàbrega,2000-06-28,24,Spain,188 cm,68 kg,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,19.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0
2020,715,Granada CF,N. Lozano,1994-03-04,30,Colombia,185 cm,82 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2020,715,Granada CF,K. Fobi,1998-09-20,26,Ghana,180 cm,,False,1.0,0.0,,,Defender,6.700000,False,1.0,0.0,1.0,,,0.0,0.0,,,6.0,,4.0,,,1.0,2.0,1.0,,,,1.0,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Dani Plomer,1998-11-30,26,Spain,179 cm,72 kg,False,1.0,0.0,,,Attacker,6.300000,False,1.0,0.0,2.0,,,0.0,0.0,,,3.0,,3.0,,,,4.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,L. Suárez,1997-12-02,27,Colombia,185 cm,74 kg,False,27.0,18.0,,,Attacker,6.692307,False,9.0,11.0,9.0,37.0,17.0,5.0,0.0,1.0,,278.0,15.0,6.0,19.0,1.0,8.0,256.0,104.0,43.0,28.0,,32.0,28.0,6.0,0.0,0.0,,0.0,0.0,
2020,715,Granada CF,Antonio Puertas,1992-02-21,32,Spain,183 cm,77 kg,False,35.0,22.0,,,Midfielder,6.602941,False,13.0,8.0,13.0,20.0,11.0,3.0,0.0,5.0,,551.0,17.0,10.0,27.0,5.0,12.0,345.0,142.0,66.0,43.0,,25.0,31.0,6.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Roberto Jiménez,1986-02-10,36,Spain,192 cm,94 kg,False,13.0,13.0,,,Goalkeeper,6.592307,False,0.0,0.0,23.0,,,0.0,17.0,,29.0,374.0,,12.0,,,,2.0,1.0,,,,,,0.0,0.0,1.0,,0.0,0.0,0.0
2020,720,Valladolid,Raúl Carnero,1989-04-30,34,Spain,180 cm,74 kg,False,8.0,5.0,,,Defender,6.637500,False,3.0,1.0,10.0,3.0,3.0,1.0,0.0,,,187.0,5.0,17.0,10.0,1.0,9.0,83.0,42.0,9.0,6.0,,8.0,5.0,2.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Bruno,1990-05-24,33,Spain,185 cm,83 kg,False,27.0,25.0,,,Defender,6.688888,False,2.0,0.0,11.0,4.0,2.0,1.0,0.0,,,796.0,1.0,24.0,27.0,14.0,37.0,176.0,100.0,4.0,3.0,,16.0,31.0,8.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Fabián Orellana,1986-01-27,37,Chile,170 cm,64 kg,False,30.0,27.0,,,Attacker,6.606666,False,3.0,17.0,4.0,24.0,16.0,6.0,0.0,2.0,,676.0,32.0,17.0,32.0,,15.0,337.0,126.0,70.0,29.0,,57.0,26.0,5.0,0.0,0.0,,4.0,0.0,
2020,720,Valladolid,Javi Moyano,1986-02-23,38,Spain,180 cm,71 kg,False,2.0,2.0,,,Defender,6.450000,False,0.0,1.0,0.0,,,0.0,0.0,,,28.0,,8.0,,,,5.0,4.0,,,,1.0,,0.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Sergio Benito,1999-03-23,25,Spain,173 cm,73 kg,False,1.0,0.0,,,Attacker,,False,1.0,0.0,4.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Moha,2000-02-06,24,Spain,169 cm,67 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Samu Pérez,1997-04-26,27,Spain,188 cm,87 kg,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0
2020,720,Valladolid,Gaizka Campos,1997-05-16,27,Spain,189 cm,80 kg,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0
2020,720,Valladolid,Kuki,1998-05-05,26,Spain,177 cm,76 kg,False,2.0,0.0,,,Attacker,6.700000,False,2.0,0.0,12.0,,,0.0,0.0,1.0,,8.0,1.0,3.0,1.0,,,5.0,2.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Míchel Herrero,1988-07-29,36,Spain,182 cm,68 kg,False,22.0,10.0,,,Midfielder,6.609523,False,12.0,9.0,26.0,7.0,5.0,2.0,0.0,,,641.0,11.0,25.0,18.0,1.0,9.0,99.0,42.0,18.0,8.0,,11.0,16.0,3.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Palomeque,2001-10-17,23,Spain,,,False,0.0,0.0,,,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2020,720,Valladolid,K. Kodro,1993-08-19,31,Bosnia and Herzegovina,190 cm,80 kg,False,14.0,4.0,,,Attacker,6.733333,False,10.0,4.0,11.0,2.0,2.0,0.0,0.0,,,9.0,,2.0,,,,5.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,
2020,720,Valladolid,S. Weissman,1996-02-14,28,Israel,174 cm,72 kg,False,32.0,24.0,,,Attacker,6.746875,False,8.0,13.0,11.0,31.0,17.0,6.0,0.0,1.0,,331.0,19.0,7.0,12.0,3.0,8.0,194.0,61.0,17.0,8.0,,16.0,29.0,3.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Miguel Rubio,1998-03-11,26,Spain,191 cm,86 kg,False,2.0,1.0,,,Defender,6.650000,False,1.0,0.0,10.0,1.0,,0.0,0.0,,,53.0,,19.0,,2.0,3.0,20.0,10.0,,,,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Sergi Guardiola,1991-05-29,33,Spain,184 cm,78 kg,False,29.0,19.0,,,Attacker,6.586206,False,10.0,7.0,14.0,25.0,11.0,1.0,0.0,2.0,,500.0,12.0,11.0,11.0,1.0,7.0,352.0,133.0,46.0,25.0,,40.0,39.0,5.0,0.0,0.0,,1.0,1.0,
2020,720,Valladolid,Fede San Emeterio,1997-03-16,27,Spain,174 cm,68 kg,False,24.0,17.0,,,Midfielder,6.529166,False,7.0,10.0,16.0,2.0,,0.0,0.0,,,540.0,4.0,17.0,25.0,8.0,28.0,170.0,72.0,3.0,3.0,,17.0,39.0,7.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Rubén Alcaraz,1991-05-01,33,Spain,183 cm,81 kg,False,30.0,25.0,,,Midfielder,6.756666,False,5.0,10.0,6.0,23.0,3.0,1.0,0.0,,,1108.0,9.0,30.0,55.0,8.0,31.0,326.0,165.0,19.0,14.0,,44.0,47.0,10.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Kike Pérez,1997-02-14,27,Spain,184 cm,80 kg,False,24.0,12.0,,,Midfielder,6.639130,False,12.0,7.0,23.0,11.0,4.0,0.0,0.0,,,515.0,12.0,18.0,28.0,1.0,17.0,217.0,95.0,25.0,18.0,,25.0,31.0,3.0,0.0,0.0,,0.0,0.0,
2020,720,Valladolid,Toni Villa,1995-01-07,29,Spain,172 cm,63 kg,False,21.0,10.0,,,Midfielder,6.676190,False,11.0,10.0,26.0,10.0,5.0,2.0,0.0,,,340.0,13.0,12.0,31.0,1.0,5.0,190.0,91.0,47.0,23.0,,31.0,17.0,2.0,0.0,0.0,,0.0,0.0,
